Question,Category
"eɭavaɭu ɡoːnijaka bara kiloːɡ‍ræːm 90 ki. ehi ala kiloːɡ‍ræːm 18 ɡ‍ræːm 700 da ɡoːvaː kiloːɡ‍ræːm 40 ɡ‍ræːm 500 da itiri p‍ramaːɳaja kæraʈ da veː. ehi æti kæraʈ vala bara kopamaɳada?",0
"sahal piʈi kiloːɡ‍ræːm 1 n kævum ɡeɖi 36 k sæːdija hækija.ema piʈi p‍ramaːɳajen muŋ ɡeɖi 28 k sæːdija hækija.piʈi ɡ‍ræːm 750 n sæːdija hæki muŋ ɡaeɖai ɡaɳana kaiːjada?",0
"maːɭu kiloːɡ‍ræːm 1 haː mas kiloːɡ‍ræːm 2 kamila ru. 1160 ki.maːɭu kiloːɡ‍ræːm 1 kaʈa vaɖaː mas kiloːɡ‍ræːm 1 k ru.  40 kin mila væɖija. maːɭu kiloːɡ‍ræːm 1 ka mila kaiːjada?",0
"maːɭu kiloːɡ‍ræːm 1 haː mas kiloːɡ‍ræːm 2 kamila ru. 1160 ki.maːɭu kiloːɡ‍ræːm 1 kaʈa vaɖaː mas kiloːɡ‍ræːm 1 k ru.  40 kin mila væɖija.mas kiloːɡ‍ræːm 1 mila kiːjada?",0
"surd͡ʒukoːɳaːs‍raːkaːra pæti 6 k æti ganavastuveː æti sirsa ɡaɳaneː haː daːra ɡaɳaneː ekatuva kiːjada?",1
"pustakaːlajaka navakataː pot 1388 da iːʈa vaɖaː 478k væɖijen keʈi kataː potda æta.ehi æti mulu pot ɡaɳana kiːjada? ",0
"pæːn 836 k ɭamajekuʈa 4 bæɡin ɭamaji kiːdenek atara bedija hækida?",0
"aruɳi paːsal jaːmaʈa piʈat vuːjeː pe.va. 6.10 ʈaja. æja avadi vuːjeː iːʈa pæja 2 minittu 35 pera nam æja avadi vuː velaːva kiːjada?",0
"samaːna pæti 5 kin jut iɖamaka ekapattaka siʈa balana viʈa kaɳu 8 k peneː. iɖameː æti muɭu kaɳu ɡaɳana kiːjada?",0
"d͡ʒalaja liːʈar 20 æti baːd͡ʒanajakin liːʈar 3 mililiːʈar 200 bæɡin vaːra 4 da mililiːʈar 275 bæɡin vaːra 5da ivat kaɭeː nam ema baːd͡ʒanajeː itiri d͡ʒala p‍ramaːɳaja kopamaɳada?",0
"moːʈar ratajak vinaːɖi 10 kadiː kiloːmiːʈar 30 durak ɡaman karaji. ema rataja paja 1 minittu 30 kadiː ɡaman karana dura kopamaɳada?",0
"pattaka diɡa miːʈar 20 vana samat͡ʃaturas‍raːkaːra iɖamak vaʈaː miːʈar 5 n 5 ʈa kaɳu siʈavaː æta.ema sæːma kaɳu 2 k atarama puvak pæɭajak siʈuvaː æta. iɖama vVʈaː siʈuvaː æti puvVk pæɭV ɡVɳVnV kiːjVdV?",0
"ammaɡeː haː taːttaːɡeː bara atara venasa kiloːɡ‍ræːm 24 ki.ammaːʈa vaɖaː taːttaː bara væɖija. dedenaːɡeːma barahi ekatuva kiloːɡ‍ræːm 150 nam taːttaːɡeː bara kopamaɳada?",0
"naŋɡiː mal pæɭa 1 siʈuvana viʈa akkaː pæɭa 2 da ammaː pæɭa 3 kda siʈuvaji. ammaː pæɭa 15 k siʈuvana viʈa tun denaːma siʈuvana mulu pæɭa ɡaɳana kiːjada?",0
"potaka mila pæːnaka milamen tun ɡuɳajakaʈa ru. 10 k vaɖija. potaka mila ru. 100 nam potak haː pæn 2 k ɡat viʈa ɡevija jutu mudala kiːjada?",0
"raviːnaː vatura boːtalajak ru. 180 kaʈa miladiː ɡaniji.paːʈa peʈʈija ɡatteː boːtalajeː milen 1/3 kaʈaja.æja vatura boːtalajak haː paːʈa peʈʈi 3 ɡena ru.500 dun viʈa læbuɳu itiri maudala kaiːjadV?",0
"indana ʈækijaka peʈ‍ral liːʈar 60 k dæmija hæka. dænaʈa ehi 2/5 p‍ramaːɳajak peʈ‍ral valin piriː æta. eja sampuːrɳajen piriːmaʈa tava liːʈar kiːjak dæmija jutuda?",0
"iɖamaka diɡa paɭala men deɡuɳajaki.mema iɖama vaʈaː miːʈar 5 n 5 ʈa kambi kaɳu ɡasiːmaʈa avas‍ja veː.kambi kaɳuvaka mila ru. 175 ki.iɖameː pattakadiɡa miːʈVr 40 nVm kVmbi kVɳu sVdVhaː væjVvVnV mudVlV kiːjVdV?",0
"ɡaːllen piʈat vuː bas rataja ampaːraʈa laɡaː vuːjeː paja 5 vinaːɖi 30 ɡamanakin pasuva pa.va.6.40 ʈaja. ɡaːllen bas rataja piʈat vuː veːlaːv kiːjada?",0
"akkaː pæjakadiː kaɖadaːsi mal20 saːdaji. naŋɡiː minittu 30 kadiː evani mal 5 k saːdaji. eː anuva naŋɡiː mal 50 k saːdana viʈa akkaː mal kiːjak saːdajida?",0
"mætivaraɳajakadiː a apeːksakajaː t͡ʃanda 38620 da b  apeːksakajaː t͡ʃanda 18975 da ɡena æta.dedenaː atara labaː ɡat t͡ʃanda vala venasa kiːjada?",0
"miːʈar 1 senʈimiːʈar 75 diɡa riban paʈijaka haː senʈimiːʈar 90 diɡa riban paʈijak senʈimiːʈar 5 bæɡin ekamata eka tabaː alavana ladi. dæn riban paʈijeː diɡa kopamaɳada?",0
"samidu tamaː ɭaɡa tibuː mudalin baːɡajak ædum sadahaː vijadam kaɭa pasu ohu ɭaɡa ru. 400 ituru vija. itiri mudala kiːjada?",0
"moːʈar ratajak ekama veːɡajen kiloːmiːʈar 180 jaːmaʈa pæja pahak ɡata vija. ema dura aːpasu eːmaʈa ema moːʈar ratajaʈa ɡatavuːjeː pæja 4 ki. nævat pæmiɳimeːdi moːʈar rVtVjeː saːmaːn‍jV veːɡVjV pæjVʈV kiloːmiːʈVr kiːjVdV?",0
"maːrtu 25 vana b‍rahaspatindaː aːramba vuː paɭamu vaːra vibaːɡaja dina 6 k puraː pævæt vija.maːrtu 30 rad͡ʒajeː nivaːɖu dinajak vija. vaːra vibaːɡaja avasan vuː dinaja haː davasa lijanna.",1
"poːlimaka hari mæda siʈina ɡihaːnʈa idirijen 8 deneku siʈiti. malidu siʈinneː ɡihaːnʈa dedenekuʈa idirijeni. ema paoːlaimaeː malaidauʈa paiʈaupasain kaiːdaenaek saiʈaiːda?",2
"bas nævatum paɭakin sæːma minittu 20 kaʈa varakma koɭamba balaː basajak piʈat veː.sæːma minittu 30 ʈa varakma maːtara balaː basajak piʈat veː.peravaru 6.00 ʈa bVs rVtV dekV ekVvVrV piʈVt vuːjeː nVm nævVtV bVs rVtV dekVmV ekVvVrV piʈVtvVnV veːlaːvV kiːjVdV?",0
"indana liːʈar ekakin 40km ɡaman kaɭa hæki moːʈar ratajaka indana 10l puravaːɡena ɡamanak ɡos aːpasu pæmiɳeː.ema moːʈar ratajeː itiri indana p‍ramaːɳaja 2l nam ɡamVneː muɭu durV kopVmVɳVdV?",0
"rupijal dekeː kaːsi 40 kin ɡevija hæki mudalak rupijal 5 kaːsi valin ɡevveː nam eː sadahaː avas‍ja paheː kaːsi ɡaɳana kiːjada?",0
"ɭamajek a staːnajeː siʈa 10m k næɡenahiraʈa ɡamn kara b staːnajaʈa jaji.etænin 10m  dakuɳaʈa ɡos c staːnajaʈa jaji.dæn c staːnajaʈa kavara disaːvakin a staːnaja pihiʈaː tibeːda?",0
"varakaʈa behet dijara 10ml bæɡin dinakaʈa tun varak bona ajekuʈa satijakaʈa avas‍ja behet dijara p‍ramaːɳaja kopamaɳada?",0
"ajijaːɡe oraloːsuva sæma pæjakaʈama vinaːɖi 5k aɖuven ɡaman karaji.pe.va 8.00 ʈa ehi nivaradi veːlaːva tæbuveːnam edina niværadi veːlaːva pa.va 8.00 vanaviʈa ajijaːɡeː oralaoːsauvaeː daækvaena vVeːlVaːvV kViːjVdV?",1
"rata ɡaːlaka navataː æti paːpædi haː t‍riːviːl  vala muɭu ɡaɳana 12 ki.eːvaːjeː æti muɭu roːda ɡaɳana 26 ki.ehi æti t‍riːvil ɡaɳana kiːjada?",0
"amba ɡeɖi 100 k ekka ru 8.00 bæɡin milaʈa ɡena in ɡeɖi 40k ru 10 bæɡinda ɡeɖi 25k ru 12 bæɡinda itiri ɡeɖi p‍ramaːnaja ɡeɖijak ru 13 bæɡinda vikuɳaji .vikiɳaiːmaen ohau laæbau laaːbaja kaiːjada?",0
"t‍rivil 5 ka haː jaturu pædi 2 ka æti muɭu roːda ɡaɳana kiːjada?",0
"ʈæŋkijakaʈa minittuvakadiː d͡ʒalaja liːʈar 2 k ɡalaː ena viʈa d͡ʒalaja 100ml kaːndu viː ivat veji.eː anuva ema ʈæŋkijaʈa minittu 5 kadiː ræsvana d͡ʒala p‍ramaːɳaja kopamaɳada?",0
"ɡovipaɭaka ati muɭu pæɭa ɡaɳana 9400 ki.in 3750 k roːsa pæɭa da 2895 k æntuːrujam pæɭada itiri pæɭa pit͡ʃt͡ʃa pæɭada veː.ehi æti pit͡ʃt͡ʃa pæɭa ɡaɳana kiːjada?",0
"haːl 50kg ɡoːnijakin 24kg haː 18kg 875g k vikuɳuveː nam itiri haːl p‍ramaːɳaja kopamaɳada?",0
"kaha pæɭa 945 k ek nivasakaʈa 7 bæɡin beduː viʈa eːvaː ɡeval kiːjakaʈa bedija hækida?",0
"darsana tama 10 vana upandinaja sæmaruveː miːʈa avurudu 5 kaʈa peraja.eviʈa malliɡeː vajasa avurudu 7 ki.tava avurudu 5 kin malliɡeː vajasa kiːjada?",0
"eŋɡalantajeː veːlaːva s‍riː laŋkaːveː veːlavaʈa vaɖaː pæja 5 minittu 30 k aɖuja.eŋɡalantajeː veːlaːva peravaru 10.45 nam  laŋkaːveː veːlaːva kiːjada?",1
"iridaː dina 4 kin jukta ap‍reːl maːsajaka ema iridaː dinavala ekatuvaʈa tæbija hæki væɖima aɡaja kiːjada?",1
"ganakajaka æti surd͡ʒukoːɳa saŋk‍jaːva kiːjada?",1
"maːɡeː vajasa avurudu 10 vana viʈa ammaːɡeː vajasa avurudu 35 vana bava pavasaji.dæn ammaːɡeː vajasa avurudu 60 nam maːɡeː vajasa avurudu kiːjada?",0
"joːɡaʈ ekaka mila ru 35 ki. ekavara joːɡaʈ 5 k miladiː ɡannaː viʈa joːɡaʈ ekak nomileː læbeː.saŋd͡ʒuʈa joːɡaʈ 24 avas‍java æta.ohu joːɡaʈ 24 ɡæniːmaʈa ɡevija jutu mudala kiːjada?",0
"desæmbar maːsajeː 8 sikuraːdaː davasaki.ema maːsajaʈa æti  senasuraːdaː dina ɡaɳana kiːjada?",1
"2021 varsajeː d͡ʒanavaːri 13 badaːdaː davasak nam varsajeː 200 vana daː kavara davasakda?",1
"vatura ʈæŋkijaka 1/3 piriːma sadahaː minittu 5k ɡata veː.minittu10 kadiː ʈæŋkijeː d͡ʒalaja 30l piriː tibuɳi.eseː nam ʈæŋkijeː muɭu daːritaːva kopamaɳada?",0
"piʈʈanijaka pirimi ɭamaji 14 denek ravumaka aːkaːrajaʈa siʈiti.eː sæːma pirimi ɭamaji dedenek atarama ratu toppijak dæmuː ɡæhænu ɭamajek haː nil taoppaijak daæmauː ɡaæhaænau ɭamajaek sViʈVijVi emV rVvVumVeː sViʈVi mVuɭVu ɭVmVjVi ɡVɳVnV kViːjVdV?",0
"maːɡeː sahoːdarajan tidenaːɡeː dæn vajasa vala ekatuva avurudu 60ki.tava avurudu 7 kin ovun tidenaːɡeː vajas vala ekatuva kiːjada?",0
"pe.va 6.45 ʈa piʈat vuː dumrija pe.va 10.10 ʈa ɡamana avasan karaji.ema dumrijaʈa ɡamanaʈa ɡata vuː kaːlaja kopamaɳada?",0
"pæjaʈa 40km veːɡajen jana bas rataja pæja 3 minittu 45 kadiː jana dura kopamanada?",0
"putaːɡeː bara 12kg 850g k taːttaːɡeː bara emen tun ɡuɳajakaʈa 900g bara væɖija.taːttaːɡeː bara kiːjada?",0
"potaka piʈu 138k æta.  evæni pot 7 k da,tavat potaka piʈu 246 k æta.evæni pot 8ka da æti muɭu piʈu ɡaɳana kiːjada?",0
"42,35,28,25,21,14,13,7 raʈaːvak labaː ɡæniːmaʈa ivat kaɭa jutu saŋk‍jaː deka kumakda?",2
"nivasaka viduli bilpata sæːdiːmeː diː paɭamu eːkaka 75 sadahaː eːkakajakaʈa ru 8.00 bæɡin da iːʈa væɖi eːkaka sadahaː eːkakajakaʈa ru 15 bæɡin da aja karaji.eːkakV 118k væjV vuː nivVsVkVʈV ɡevijV jutu mudVlV kiːjVdV?",0
"ɡoːnijaka tibuː sahal valin 20kg 875g k ivat kaɭa viʈa ituru vuː sahal p‍ramaːɳaja 14kg 375g ki ɡoːnijeː mulin tibuː sahal p‍ramaːɳaja kopamaɳada?",0
"ɭida tibenneː ɡasaʈa nirita disaːven nam ɡasa tibenneː ɭidaʈa kavara disaːven da?",1
"2020 varsajeː nidahas dinaja jediː ætteː sadudaː dinajaka nam ema maːsajeː avasan dinaja kavara  davasakda?",1
"koroːnaː ennat kaɭa ɡæhæɳu saŋk‍jaːva 4875 ki.iːʈa 1385 k væɖijen pirimi pudɡalajanʈa ennat kara æta ehi ennat kaɭa muɭu pirimi haː ɡæhæɳu saŋk‍jaːva kiːjada?",0
"maɡijeku 1km 50m k pajin ɡaman kaɭa atara tavat 5km 500m k basajen ɡaman kaɭeː nam ohu ɡaman kaɭa muɭu dura kopamanada?",0
"maɡijeku 50km k durak ɡaman kaɭa atara ejin 45km 600m k  dumrijen da,ituru dura basajenda ɡaman kaɭeː nam ohu basajen ɡaman kaɭa dura kopamaɳada? ",0
"kamani tama nivaseː siʈa  1km 150m k pajin ɡaman kara 4km k basajen ɡaman kara paːsal jaji.kamaniɡeː nivaseː siʈa paːsalaʈa æti dura kopamaɳada?",0
"a ɡaman kaɭa dura 2km 205m ki.b ɡaman kaɭa dura a ɡaman kaɭa duraʈa vaɖaː 300m k væɖija.a haː b dedenaːma ɡaman kala dura kopamaɳada?",0
"malita ɡaman kaɭa dura 2km ki .malitaʈa vaɖaː 600m k aɖuven kalani ɡaman kara æta.dedenaːma ɡaman kaɭa dura kopamaɳada?",0
"samanɡeː nivaseː siʈa paːsalaʈa æti dura 5km ki. saman 900m k dura pajin ɡaman kara itiri dura basajen ɡaman kara paːsal jaji. saman basajen ɡaman karVnV durV kopVmVɳVdV?",0
"annasi ɡeɖijaka bara 1kg 250g ki.tavat annaːsi ɡeɖijaka bara 1kg 50g ki.annaːsi ɡeɖi dekeːma bara kopamaɳada?",0
"vaʈʈakkaː ɡeɖijaka bara 2kg 450g ki. tavat vaʈʈakkaː ɡeɖijaka bara 3kg 650g ki. vaʈʈakkaː ɡeɖi dekeːma bara kiːjada?",0
"ammaː haːl 2kg 500g k da, parippu 750g k da miladiː ɡattaːja. ammaː miladiː ɡat baːɳɖavala muɭu bara kiːjada?",0
"ammaː ɡena aː baɖu malleː bara 3kg 750g ki. taːttaː ɡena aː baɖu malleː bara 5kg 650g ki.dedenaː ma ɡena aː baɖuvala muɭu bara kiːjada?",0
"30kg 750g k tibuː parippu ɡoːnijakin 15kg 250g k vikuɳu viʈa ituru parippu p‍ramaːɳaja kopamaɳada?",0
"ajijaːɡeː bara 20kg 500g ki. malliːɡeː bara 15kg 100g ki.dedenaːɡeː bara atara venasa kiːjada?",0
"kamalɡeː bara 35kg 700g ki nimalɡeː bara 28kg 800g ki. nimal ʈa vaɖaː kamal kopamaɳa barin væɖi da?",0
"50kg k dæmija hæki haːl ɡoːnijaka 19kg 500g ka haːl æta.ɡoːnija piraviːmaʈa dæmija jutu haːl p‍ramaːɳaja kopamaɳada?",0
